    Updating crates.io index
  Downloaded wasmprinter v0.252.0
  Downloaded tracing-subscriber v0.3.23
  Downloaded tracing v0.1.44
  Downloaded tower-http v0.6.11
  Downloaded tonic v0.14.6
  Downloaded wat v1.255.0
  Downloaded wasmtime-internal-versioned-export-macros v47.0.4
  Downloaded wasmtime-internal-unwinder v47.0.4
  Downloaded wasmtime-internal-component-util v47.0.4
  Downloaded wasmparser v0.255.0
  Downloaded wasmparser v0.254.0
  Downloaded wasmparser v0.253.0
  Downloaded wasmparser v0.252.0
  Downloaded want v0.3.1
  Downloaded ulid v1.2.1
  Downloaded try-lock v0.2.5
  Downloaded tracing-opentelemetry v0.32.1
  Downloaded tower v0.5.3
  Downloaded wayland-sys v0.31.11
  Downloaded wasmtime-internal-fiber v47.0.4
  Downloaded wasmtime-internal-cache v47.0.4
  Downloaded tracing-serde v0.2.0
  Downloaded wasm-pkg-client v0.16.1
  Downloaded wasm-metadata v0.254.0
  Downloaded wasm-encoder v0.255.0
  Downloaded wasm-encoder v0.254.0
  Downloaded wasm-encoder v0.253.0
  Downloaded wasi-preview1-component-adapter-provider v46.0.2
  Downloaded tryhard v0.5.2
  Downloaded tracing-core v0.1.36
  Downloaded tracing-attributes v0.1.31
  Downloaded tower-service v0.3.3
  Downloaded topological-sort v0.2.2
  Downloaded tonic-prost v0.14.6
  Downloaded toml_writer v1.1.2+spec-1.1.0
  Downloaded toml_write v0.1.2
  Downloaded toml_parser v1.1.3+spec-1.1.0
  Downloaded toml_datetime v0.7.5+spec-1.1.0
  Downloaded tokio v1.53.1
  Downloaded wasm-metadata v0.253.0
  Downloaded wasm-encoder v0.252.0
  Downloaded wasm-compose v0.252.0
  Downloaded wasi-webgpu-wasmtime v0.2.0
  Downloaded typenum v1.20.1
  Downloaded tower-layer v0.3.3
  Downloaded toml_edit v0.22.27
  Downloaded toml_datetime v1.1.1+spec-1.1.0
  Downloaded toml_datetime v0.6.11
  Downloaded spdx v0.13.4
  Downloaded unicode-normalization v0.1.25
  Downloaded oci-client v0.17.0
  Downloaded version_check v0.9.5
  Downloaded uuid v1.24.0
  Downloaded utf8parse v0.2.2
  Downloaded utf8_iter v1.0.4
  Downloaded url v2.5.8
  Downloaded untrusted v0.9.0
  Downloaded untrusted v0.7.1
  Downloaded unsafe-libyaml v0.2.11
  Downloaded unicode-xid v0.2.6
  Downloaded unicode-properties v0.1.4
  Downloaded unicode-ident v1.0.24
  Downloaded unicode-bidi v0.3.18
  Downloaded unicase v2.9.0
  Downloaded uncased v0.9.10
  Downloaded toml v0.9.12+spec-1.1.0
  Downloaded tokio-websockets v0.10.1
  Downloaded tokio-util v0.7.19
  Downloaded tokio-stream v0.1.19
  Downloaded tokio-postgres v0.7.18
  Downloaded tls_codec_derive v0.4.2
  Downloaded tinyvec v1.12.0
  Downloaded ring v0.17.14
  Downloaded toml v0.8.23
  Downloaded tokio-rustls v0.26.4
  Downloaded tokio-postgres-rustls v0.13.0
  Downloaded tls_codec v0.4.2
  Downloaded tinyvec_macros v0.1.1
  Downloaded tinystr v0.8.3
  Downloaded time-macros v0.2.32
  Downloaded time v0.3.54
  Downloaded time-core v0.1.9
  Downloaded thread_local v1.1.10
  Downloaded regex-syntax v0.8.11
  Downloaded regex-automata v0.4.16
  Downloaded petgraph v0.8.3
  Downloaded naga v29.0.4
  Downloaded serde_json v1.0.151
  Downloaded reqwest v0.12.28
  Downloaded petgraph v0.6.5
  Downloaded syn v2.0.119
  Downloaded reqwest v0.13.4
  Downloaded quinn-proto v0.11.16
  Downloaded sha2 v0.11.0
  Downloaded rustls-webpki v0.103.13
  Downloaded rustls-platform-verifier v0.7.0
  Downloaded rustls-pki-types v1.15.1
  Downloaded rand v0.8.7
  Downloaded oci-wasm v0.6.0
  Downloaded thiserror-impl v1.0.69
  Downloaded thiserror v2.0.19
  Downloaded thiserror v1.0.69
  Downloaded termcolor v1.4.1
  Downloaded tempfile v3.27.0
  Downloaded target-lexicon v0.13.5
  Downloaded tar v0.4.46
  Downloaded tagptr v0.2.0
  Downloaded synstructure v0.13.2
  Downloaded sync_wrapper v1.0.2
  Downloaded syn v3.0.3
  Downloaded subtle v2.6.1
  Downloaded strum_macros v0.27.2
  Downloaded strum v0.27.2
  Downloaded strsim v0.11.1
  Downloaded stringprep v0.1.5
  Downloaded spki v0.7.3
  Downloaded spirv v0.4.0+sdk-1.4.341.0
  Downloaded socket2 v0.6.5
  Downloaded smallvec v1.15.2
  Downloaded slab v0.4.12
  Downloaded siphasher v1.0.3
  Downloaded simd-adler32 v0.3.10
  Downloaded signature v2.2.0
  Downloaded signatory v0.27.1
  Downloaded signal-hook-registry v1.4.8
  Downloaded shell-words v1.1.1
  Downloaded serde_spanned v0.6.9
  Downloaded serde_repr v0.1.21
  Downloaded serde_nanos v0.1.4
  Downloaded rustix-linux-procfs v0.1.1
  Downloaded rustc_version v0.4.1
  Downloaded rustc-hash v2.1.3
  Downloaded rustc-hash v1.1.0
  Downloaded rustc-demangle v0.1.28
  Downloaded rand_core v0.6.4
  Downloaded rand_chacha v0.9.0
  Downloaded rand v0.10.2
  Downloaded quinn-udp v0.5.15
  Downloaded object v0.39.1
  Downloaded encoding_rs v0.8.35
  Downloaded rustls v0.23.43
  Downloaded rand_chacha v0.3.1
  Downloaded rand v0.9.5
  Downloaded quote v1.0.47
  Downloaded quinn v0.11.11
  Downloaded profiling v1.0.18
  Downloaded presser v0.3.1
  Downloaded portable-atomic v1.14.0
  Downloaded opentelemetry_sdk v0.31.0
  Downloaded gimli v0.33.0
  Downloaded serde_yaml_ng v0.9.36
  Downloaded serde_yaml v0.9.34+deprecated
  Downloaded serde_derive v1.0.229
  Downloaded serde v1.0.229
  Downloaded ryu v1.0.23
  Downloaded regex v1.13.1
  Downloaded regalloc2 v0.15.2
  Downloaded redis v0.27.6
  Downloaded rayon-core v1.13.0
  Downloaded rayon v1.12.0
  Downloaded prost-derive v0.14.4
  Downloaded prost-build v0.14.4
  Downloaded prost v0.14.4
  Downloaded proc-macro2-diagnostics v0.10.1
  Downloaded proc-macro2 v1.0.107
  Downloaded prettyplease v0.2.37
  Downloaded ppv-lite86 v0.2.21
  Downloaded postgres-types v0.2.14
  Downloaded postgres v0.19.14
  Downloaded postcard v1.1.3
  Downloaded pkcs8 v0.10.2
  Downloaded pin-project-lite v0.2.17
  Downloaded pin-project-internal v1.1.13
  Downloaded pin-project v1.1.13
  Downloaded pbjson-types v0.8.0
  Downloaded pbjson-build v0.8.0
  Downloaded opentelemetry-semantic-conventions v0.31.0
  Downloaded opentelemetry-proto v0.31.0
  Downloaded opentelemetry-otlp v0.31.1
  Downloaded opentelemetry-http v0.31.0
  Downloaded opentelemetry-appender-tracing v0.31.1
  Downloaded opentelemetry v0.31.0
  Downloaded num-bigint v0.4.8
  Downloaded hyper v1.11.0
  Downloaded http v1.5.0
  Downloaded hashbrown v0.17.1
  Downloaded hashbrown v0.16.1
  Downloaded hashbrown v0.15.5
  Downloaded h2 v0.4.17
  Downloaded glow v0.17.0
  Downloaded futures-util v0.3.33
  Downloaded curve25519-dalek v4.1.3
  Downloaded serde_core v1.0.229
  Downloaded powerfmt v0.2.0
  Downloaded postgres-protocol v0.6.12
  Downloaded postgres-derive v0.4.9
  Downloaded pkg-config v0.3.33
  Downloaded phf_shared v0.13.1
  Downloaded pg_bigdecimal v0.1.5
  Downloaded pem-rfc7468 v0.7.0
  Downloaded pear_codegen v0.2.9
  Downloaded pear v0.2.9
  Downloaded pbjson v0.8.0
  Downloaded pastey v0.2.3
  Downloaded parking_lot_core v0.9.12
  Downloaded parking_lot v0.12.5
  Downloaded ordered-float v5.3.0
  Downloaded olpc-cjson v0.1.4
  Downloaded num-rational v0.4.2
  Downloaded num-conv v0.2.2
  Downloaded percent-encoding v2.3.2
  Downloaded parking v2.2.1
  Downloaded openssl-probe v0.2.1
  Downloaded once_cell v1.21.4
  Downloaded oci-spec v0.9.0
  Downloaded num_cpus v1.17.0
  Downloaded num-traits v0.2.19
  Downloaded num-iter v0.1.46
  Downloaded num-integer v0.1.46
  Downloaded num-complex v0.4.6
  Downloaded num v0.4.3
  Downloaded nkeys v0.4.5
  Downloaded nix v0.31.3
  Downloaded names v0.14.0
  Downloaded linux-raw-sys v0.12.1
  Downloaded ed25519-dalek v2.2.0
  Downloaded serde_spanned v1.1.1
  Downloaded semver v1.0.28
  Downloaded secrecy v0.10.3
  Downloaded scopeguard v1.2.0
  Downloaded rustversion v1.0.23
  Downloaded rustls-native-certs v0.8.4
  Downloaded raw-window-handle v0.6.2
  Downloaded rand_core v0.9.5
  Downloaded pulley-interpreter v47.0.4
  Downloaded prost-types v0.14.4
  Downloaded nu-ansi-term v0.50.3
  Downloaded hyper-util v0.1.20
  Downloaded httparse v1.10.1
  Downloaded half v2.7.1
  Downloaded gpu-allocator v0.28.0
  Downloaded getrandom v0.4.3
  Downloaded getrandom v0.3.4
  Downloaded geo-types v0.7.19
  Downloaded futures v0.3.33
  Downloaded flate2 v1.1.9
  Downloaded figment v0.10.19
  Downloaded der v0.7.10
  Downloaded darling_core v0.23.0
  Downloaded darling_core v0.20.11
  Downloaded rand_core v0.10.1
  Downloaded pulley-macros v47.0.4
  Downloaded phf v0.13.1
  Downloaded io-lifetimes v3.0.1
  Downloaded hybrid-array v0.4.14
  Downloaded humantime v2.4.0
  Downloaded http-auth v0.1.10
  Downloaded hmac v0.13.0
  Downloaded glob v0.3.4
  Downloaded getrandom v0.2.17
  Downloaded fxprof-processed-profile v0.8.1
  Downloaded futures-channel v0.3.33
  Downloaded foldhash v0.1.5
  Downloaded fallible-iterator v0.2.0
  Downloaded event-listener v5.4.2
  Downloaded either v1.17.0
  Downloaded derive_builder v0.20.2
  Downloaded deadpool v0.12.3
  Downloaded id-arena v2.3.0
  Downloaded hyper-timeout v0.5.2
  Downloaded hyper-rustls v0.27.9
  Downloaded http-body-util v0.1.4
  Downloaded getset v0.1.7
  Downloaded fs_extra v1.3.0
  Downloaded fs-set-times v0.20.3
  Downloaded foldhash v0.2.0
  Downloaded fixedbitset v0.5.7
  Downloaded filetime v0.2.29
  Downloaded fastrand v2.5.0
  Downloaded ed25519 v2.2.3
  Downloaded displaydoc v0.2.7
  Downloaded digest v0.11.3
  Downloaded digest v0.10.7
  Downloaded dialoguer v0.11.0
  Downloaded derive_builder_core v0.20.2
  Downloaded deranged v0.5.8
  Downloaded der_derive v0.7.3
  Downloaded data-encoding v2.11.0
  Downloaded httpdate v1.0.3
  Downloaded home v0.5.12
  Downloaded hexf-parse v0.2.1
  Downloaded hex v0.4.3
  Downloaded heck v0.5.0
  Downloaded gpu-descriptor-types v0.2.0
  Downloaded fuzzy-matcher v0.3.7
  Downloaded futures-executor v0.3.33
  Downloaded form_urlencoded v1.2.2
  Downloaded find-msvc-tools v0.1.9
  Downloaded miniz_oxide v0.8.9
  Downloaded memchr v2.8.3
  Downloaded hostname v0.4.2
  Downloaded mime v0.3.17
  Downloaded memfd v0.6.5
  Downloaded libc v0.2.189
  Downloaded http-body v1.1.0
  Downloaded gpu-descriptor v0.3.2
  Downloaded futures-task v0.3.33
  Downloaded fnv v1.0.7
  Downloaded debugid v0.8.0
  Downloaded maybe-owned v0.3.4
  Downloaded generic-array v0.14.7
  Downloaded futures-core v0.3.33
  Downloaded fixedbitset v0.4.2
  Downloaded errno v0.3.14
  Downloaded embedded-io v0.6.1
  Downloaded docker_credential v1.4.0
  Downloaded dlib v0.5.3
  Downloaded directories-next v2.0.0
  Downloaded cranelift-codegen v0.134.4
  Downloaded matchers v0.2.0
  Downloaded lru-slab v0.1.2
  Downloaded log v0.4.33
  Downloaded lock_api v0.4.14
  Downloaded litrs v1.0.0
  Downloaded litemap v0.8.2
  Downloaded libm v0.2.16
  Downloaded libloading v0.8.9
  Downloaded leb128fmt v0.1.0
  Downloaded leb128 v0.2.7
  Downloaded event-listener-strategy v0.5.4
  Downloaded darling_macro v0.20.11
  Downloaded konst_macro_rules v0.2.19
  Downloaded konst v0.2.20
  Downloaded khronos-egl v6.0.0
  Downloaded jsonwebtoken v10.4.0
  Downloaded jobserver v0.1.35
  Downloaded ittapi-sys v0.4.0
  Downloaded itertools v0.14.0
  Downloaded futures-sink v0.3.33
  Downloaded futures-macro v0.3.33
  Downloaded futures-io v0.3.33
  Downloaded flagset v0.4.7
  Downloaded etcetera v0.11.0
  Downloaded etcetera v0.10.0
  Downloaded embedded-io v0.4.0
  Downloaded dunce v1.0.5
  Downloaded darling_macro v0.23.0
  Downloaded async-nats v0.49.1
  Downloaded ash v0.38.0+1.3.281
  Downloaded itertools v0.13.0
  Downloaded indexmap v2.14.0
  Downloaded idna v1.1.0
  Downloaded icu_properties_data v2.2.0
  Downloaded document-features v0.2.12
  Downloaded dirs-sys-next v0.1.2
  Downloaded derive_builder_macro v0.20.2
  Downloaded chrono v0.4.45
  Downloaded axum v0.8.9
  Downloaded aws-lc-rs v1.17.3
  Downloaded aho-corasick v1.1.4
  Downloaded ipnet v2.12.0
  Downloaded io-lifetimes v2.0.4
  Downloaded io-extras v0.18.4
  Downloaded inlinable_string v0.1.15
  Downloaded cranelift-codegen-meta v0.134.4
  Downloaded const_format v0.2.36
  Downloaded combine v4.6.7
  Downloaded clap_builder v4.6.5
  Downloaded cc v1.4.0
  Downloaded bumpalo v3.20.3
  Downloaded bon-macros v3.9.3
  Downloaded bigdecimal v0.4.10
  Downloaded base64 v0.23.0
  Downloaded io-extras v0.19.0
  Downloaded icu_provider v2.2.0
  Downloaded icu_properties v2.2.0
  Downloaded icu_normalizer_data v2.2.0
  Downloaded icu_normalizer v2.2.0
  Downloaded icu_locale_core v2.2.0
  Downloaded icu_collections v2.2.0
  Downloaded equivalent v1.0.2
  Downloaded crossbeam-channel v0.5.16
  Downloaded cranelift-isle v0.134.4
  Downloaded cranelift-assembler-x64-meta v0.134.4
  Downloaded cpp_demangle v0.5.1
  Downloaded const-oid v0.10.2
  Downloaded clap_derive v4.6.4
  Downloaded clap v4.6.5
  Downloaded cap-primitives v4.0.3
  Downloaded cap-primitives v3.4.5
  Downloaded bytes v1.12.1
  Downloaded bon v3.9.3
  Downloaded base64 v0.22.1
  Downloaded arc-swap v1.9.2
  Downloaded ident_case v1.0.1
  Downloaded iana-time-zone v0.1.65
  Downloaded darling v0.23.0
  Downloaded darling v0.20.11
  Downloaded crossbeam-utils v0.8.22
  Downloaded crc32fast v1.5.0
  Downloaded cranelift-frontend v0.134.4
  Downloaded console v0.15.11
  Downloaded codespan-reporting v0.13.1
  Downloaded clap_complete v4.6.8
  Downloaded chacha20 v0.10.1
  Downloaded cap-std v4.0.3
  Downloaded cap-std v3.4.5
  Downloaded bytemuck_derive v1.11.0
  Downloaded bytemuck v1.25.2
  Downloaded bitflags v2.13.1
  Downloaded bit-set v0.9.1
  Downloaded axum-core v0.5.6
  Downloaded arbitrary v1.4.2
  Downloaded anyhow v1.0.104
  Downloaded allocator-api2 v0.2.21
  Downloaded cranelift-entity v0.134.4
  Downloaded cranelift-bforest v0.134.4
  Downloaded cranelift-assembler-x64 v0.134.4
  Downloaded const-oid v0.9.6
  Downloaded cidr v0.2.3
  Downloaded base64ct v1.8.3
  Downloaded crossbeam-deque v0.8.7
  Downloaded const_format_proc_macros v0.2.34
  Downloaded bigdecimal v0.3.1
  Downloaded cranelift-codegen-shared v0.134.4
  Downloaded cmov v0.5.4
  Downloaded cmake v0.1.58
  Downloaded cap-fs-ext v4.0.3
  Downloaded byteorder v1.5.0
  Downloaded bit-vec v0.9.1
  Downloaded bit-vec v0.6.3
  Downloaded async-trait v0.1.91
  Downloaded anstyle v1.0.14
  Downloaded anstream v1.0.0
  Downloaded ctrlc v3.5.2
  Downloaded crypto-common v0.1.7
  Downloaded cranelift-srcgen v0.134.4
  Downloaded cranelift-control v0.134.4
  Downloaded cpufeatures v0.3.0
  Downloaded cfg_aliases v0.2.2
  Downloaded colorchoice v1.0.5
  Downloaded cfg-if v1.0.4
  Downloaded callback-future v0.1.0
  Downloaded cranelift-native v0.134.4
  Downloaded clap_lex v1.1.0
  Downloaded clap-markdown v0.1.5
  Downloaded base16ct v1.0.0
  Downloaded anstyle-parse v1.0.0
  Downloaded autocfg v1.5.1
  Downloaded async-broadcast v0.7.2
  Downloaded atomic-waker v1.1.2
  Downloaded anstyle-query v1.1.5
   Compiling proc-macro2 v1.0.107
   Compiling quote v1.0.47
   Compiling unicode-ident v1.0.24
   Compiling serde_core v1.0.229
   Compiling cfg-if v1.0.4
   Compiling serde v1.0.229
   Compiling libc v0.2.189
   Compiling memchr v2.8.3
   Compiling foldhash v0.2.0
   Compiling libm v0.2.16
   Compiling equivalent v1.0.2
   Compiling bitflags v2.13.1
   Compiling log v0.4.33
   Compiling itoa v1.0.18
   Compiling anyhow v1.0.104
   Compiling pin-project-lite v0.2.17
   Compiling shlex v2.0.1
   Compiling find-msvc-tools v0.1.9
   Compiling version_check v0.9.5
   Compiling once_cell v1.21.4
   Compiling futures-core v0.3.33
   Compiling typenum v1.20.1
   Compiling zmij v1.0.23
   Compiling futures-sink v0.3.33
   Compiling serde_json v1.0.151
   Compiling parking_lot_core v0.9.12
   Compiling scopeguard v1.2.0
   Compiling heck v0.5.0
   Compiling futures-channel v0.3.33
   Compiling futures-task v0.3.33
   Compiling lock_api v0.4.14
   Compiling slab v0.4.12
   Compiling generic-array v0.14.7
   Compiling futures-io v0.3.33
   Compiling thiserror v2.0.19
   Compiling pkg-config v0.3.33
   Compiling autocfg v1.5.1
   Compiling base64 v0.22.1
   Compiling allocator-api2 v0.2.21
   Compiling hashbrown v0.17.1
   Compiling fnv v1.0.7
   Compiling syn v2.0.119
   Compiling syn v3.0.3
   Compiling num-traits v0.2.19
   Compiling tracing-core v0.1.36
   Compiling percent-encoding v2.3.2
   Compiling rustix v1.1.4
   Compiling linux-raw-sys v0.12.1
   Compiling stable_deref_trait v1.2.1
   Compiling jobserver v0.1.35
   Compiling leb128fmt v0.1.0
   Compiling getrandom v0.4.3
   Compiling rand_core v0.10.1
   Compiling crc32fast v1.5.0
   Compiling cc v1.4.0
   Compiling dunce v1.0.5
   Compiling fs_extra v1.3.0
   Compiling wasmtime-internal-core v47.0.4
   Compiling hashbrown v0.16.1
   Compiling crypto-common v0.1.7
   Compiling block-buffer v0.10.4
   Compiling errno v0.3.14
   Compiling socket2 v0.6.5
   Compiling mio v1.2.2
   Compiling getrandom v0.2.17
   Compiling digest v0.10.7
   Compiling signal-hook-registry v1.4.8
   Compiling ipnet v2.12.0
   Compiling target-lexicon v0.13.5
   Compiling aws-lc-rs v1.17.3
   Compiling writeable v0.6.3
   Compiling cmake v0.1.58
   Compiling semver v1.0.28
   Compiling litemap v0.8.2
   Compiling zerocopy v0.8.55
   Compiling unicode-width v0.2.2
   Compiling icu_normalizer_data v2.2.0
   Compiling untrusted v0.7.1
   Compiling utf8_iter v1.0.4
   Compiling icu_properties_data v2.2.0
   Compiling cpufeatures v0.2.17
   Compiling subtle v2.6.1
   Compiling bumpalo v3.20.3
   Compiling cpufeatures v0.3.0
   Compiling cranelift-srcgen v0.134.4
   Compiling untrusted v0.9.0
   Compiling sha2 v0.10.9
   Compiling hybrid-array v0.4.14
   Compiling indexmap v2.14.0
   Compiling rustls v0.23.43
   Compiling tower-service v0.3.3
   Compiling aws-lc-sys v0.43.0
   Compiling ring v0.17.14
   Compiling cranelift-assembler-x64-meta v0.134.4
   Compiling httparse v1.10.1
   Compiling cmov v0.5.4
   Compiling uuid v1.24.0
   Compiling form_urlencoded v1.2.2
   Compiling ctutils v0.4.2
   Compiling strsim v0.11.1
   Compiling cfg_aliases v0.2.2
   Compiling block-buffer v0.12.1
   Compiling crypto-common v0.2.2
   Compiling cranelift-isle v0.134.4
   Compiling ident_case v1.0.1
   Compiling atomic-waker v1.1.2
   Compiling const-oid v0.10.2
   Compiling try-lock v0.2.5
   Compiling want v0.3.1
   Compiling httpdate v1.0.3
   Compiling object v0.39.1
   Compiling tinyvec_macros v0.1.1
   Compiling crossbeam-utils v0.8.22
   Compiling cranelift-codegen-shared v0.134.4
   Compiling id-arena v2.3.0
   Compiling digest v0.11.3
   Compiling tinyvec v1.12.0
   Compiling gimli v0.33.0
   Compiling sync_wrapper v1.0.2
   Compiling winnow v1.0.4
   Compiling synstructure v0.13.2
   Compiling cpp_demangle v0.5.1
   Compiling rustc-hash v2.1.3
   Compiling tower-layer v0.3.3
   Compiling serde_derive v1.0.229
   Compiling thiserror-impl v2.0.19
   Compiling tokio-macros v2.7.2
   Compiling displaydoc v0.2.7
   Compiling async-trait v0.1.91
   Compiling toml_parser v1.1.3+spec-1.1.0
   Compiling unicode-normalization v0.1.25
   Compiling cranelift-assembler-x64 v0.134.4
   Compiling zstd-sys v2.0.16+zstd.1.5.7
   Compiling serde_spanned v1.1.1
   Compiling wasm-encoder v0.255.0
   Compiling termcolor v1.4.1
   Compiling crossbeam-epoch v0.9.20
   Compiling toml_writer v1.1.2+spec-1.1.0
   Compiling io-lifetimes v2.0.4
   Compiling arbitrary v1.4.2
   Compiling either v1.17.0
   Compiling futures-macro v0.3.33
   Compiling zeroize_derive v1.5.0
   Compiling tracing-attributes v0.1.31
   Compiling zerofrom-derive v0.1.7
   Compiling yoke-derive v0.8.2
   Compiling zerovec-derive v0.11.3
   Compiling zerocopy-derive v0.8.55
   Compiling zeroize v1.9.0
   Compiling rustls-pki-types v1.15.1
   Compiling futures-util v0.3.33
   Compiling pulley-macros v47.0.4
   Compiling cobs v0.3.0
   Compiling wasmtime-internal-versioned-export-macros v47.0.4
   Compiling zerofrom v0.1.8
   Compiling tracing v0.1.44
   Compiling cranelift-control v0.134.4
   Compiling yoke v0.8.3
   Compiling wast v255.0.0
   Compiling itertools v0.14.0
   Compiling zerovec v0.11.6
   Compiling zerotrie v0.2.4
   Compiling tinystr v0.8.3
   Compiling icu_locale_core v2.2.0
   Compiling smallvec v1.15.2
   Compiling bytes v1.12.1
   Compiling parking_lot v0.12.5
   Compiling tokio v1.53.1
   Compiling http v1.5.0
   Compiling cranelift-bitset v0.134.4
   Compiling potential_utf v0.1.5
   Compiling icu_provider v2.2.0
   Compiling icu_collections v2.2.0
   Compiling cranelift-entity v0.134.4
   Compiling http-body v1.1.0
   Compiling icu_normalizer v2.2.0
   Compiling icu_properties v2.2.0
   Compiling wasmparser v0.252.0
   Compiling cranelift-bforest v0.134.4
   Compiling pulley-interpreter v47.0.4
   Compiling postcard v1.1.3
   Compiling http-body-util v0.1.4
   Compiling idna_adapter v1.2.2
   Compiling futures-executor v0.3.33
   Compiling idna v1.1.0
   Compiling url v2.5.8
   Compiling regalloc2 v0.15.2
   Compiling sha2 v0.11.0
   Compiling chacha20 v0.10.1
   Compiling cranelift-codegen-meta v0.134.4
   Compiling aho-corasick v1.1.4
   Compiling encoding_rs v0.8.35
   Compiling wasmtime-internal-component-util v47.0.4
   Compiling openssl-probe v0.2.1
   Compiling tokio-util v0.7.19
   Compiling rustc-demangle v0.1.28
   Compiling iana-time-zone v0.1.65
   Compiling h2 v0.4.17
   Compiling tower v0.5.3
   Compiling cranelift-codegen v0.134.4
   Compiling thiserror v1.0.69
   Compiling regex-syntax v0.8.11
   Compiling winnow v0.7.15
   Compiling wasm-encoder v0.252.0
   Compiling wasmprinter v0.252.0
   Compiling chrono v0.4.45
   Compiling rustls-native-certs v0.8.4
   Compiling regex-automata v0.4.16
   Compiling wat v1.255.0
   Compiling hyper v1.11.0
   Compiling rand v0.10.2
   Compiling ppv-lite86 v0.2.21
   Compiling wasmtime-environ v47.0.4
   Compiling prost-derive v0.14.4
   Compiling hyper-util v0.1.20
   Compiling zstd-safe v7.2.4
   Compiling ryu v1.0.23
   Compiling crossbeam-deque v0.8.7
   Compiling mime v0.3.17
   Compiling fastrand v2.5.0
   Compiling darling_core v0.20.11
   Compiling tempfile v3.27.0
   Compiling thiserror-impl v1.0.69
   Compiling ittapi-sys v0.4.0
   Compiling signature v2.2.0
