go mod tidy
go: downloading github.com/mdlayher/socket v0.6.1
go: downloading github.com/Microsoft/go-winio v0.6.3-0.20251027160822-ad3df93bed29
go: downloading github.com/containerd/errdefs v1.0.0
go: downloading github.com/containerd/errdefs/pkg v0.3.0
go: downloading github.com/distribution/reference v0.6.0
go: downloading github.com/docker/go-connections v0.8.1
go: downloading go.opentelemetry.io/otel/trace v1.44.0
go: downloading go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp v0.69.0
go: downloading github.com/Microsoft/hcsshim v0.15.0-rc.2
go: downloading go.opentelemetry.io/otel v1.44.0
go: downloading github.com/moby/sys/symlink v0.3.0
go: downloading github.com/godbus/dbus/v5 v5.2.2
go: downloading github.com/projectcalico/libcalico-go v0.0.0-20190305235709-3d935c3b8b86
go: downloading go.uber.org/goleak v1.3.0
go: downloading github.com/klauspost/compress v1.19.1
go: downloading github.com/google/gofuzz v1.2.0
go: downloading github.com/onsi/ginkgo v1.16.5
go: downloading github.com/go-test/deep v1.1.1
go: downloading gotest.tools/v3 v3.5.2
go: downloading github.com/fatih/set v0.2.1
go: downloading sigs.k8s.io/json v0.0.0-20250730193827-2d320260d730
go: downloading github.com/safchain/ethtool v0.6.2
go: downloading k8s.io/cli-runtime v0.36.4
go: downloading k8s.io/streaming v0.36.4
go: downloading golang.org/x/tools/go/packages/packagestest v0.1.1-deprecated
go: downloading k8s.io/cloud-provider v0.36.4
go: downloading github.com/google/cadvisor v0.57.0
go: downloading go.opentelemetry.io/contrib/instrumentation/github.com/emicklei/go-restful/otelrestful v0.69.0
go: downloading github.com/lithammer/dedent v1.1.0
go: downloading github.com/go-task/slim-sprig/v3 v3.0.0
go: downloading github.com/stretchr/objx v0.5.3
go: downloading k8s.io/cri-api v0.36.4
go: downloading k8s.io/cri-client v0.36.4
go: downloading k8s.io/cri-streaming v0.36.4
go: downloading k8s.io/kubelet v0.36.4
go: downloading github.com/json-iterator/go v1.1.12
go: downloading github.com/google/nftables v0.3.0
go: downloading github.com/pmezard/go-difflib v1.0.1-0.20181226105442-5d4384ee4fb2
go: downloading github.com/go-openapi/jsonreference v0.21.5
go: downloading github.com/go-openapi/swag v0.26.0
go: downloading golang.org/x/oauth2 v0.36.0
go: downloading github.com/davecgh/go-spew v1.1.2-0.20180830191138-d8f796af33cc
go: downloading github.com/gkampitakis/go-snaps v0.5.15
go: downloading github.com/joshdk/go-junit v1.0.0
go: downloading github.com/mfridman/tparse v0.18.0
go: downloading github.com/go-logfmt/logfmt v0.6.1
go: downloading github.com/cenkalti/hub v1.0.2
go: downloading github.com/smartystreets/goconvey v1.8.1
go: downloading kubevirt.io/controller-lifecycle-operator-sdk/api v0.2.4
go: downloading google.golang.org/genproto/googleapis/rpc v0.0.0-20260610212136-7ab31c22f7ad
go: downloading github.com/gabriel-vasile/mimetype v1.4.13
go: downloading github.com/go-playground/universal-translator v0.18.1
go: downloading github.com/leodido/go-urn v1.4.0
go: downloading golang.org/x/crypto v0.55.0
go: downloading github.com/go-playground/assert/v2 v2.2.0
go: downloading github.com/go-playground/locales v0.14.1
go: downloading github.com/orcaman/concurrent-map/v2 v2.0.1
go: downloading github.com/gaissmai/bart v0.28.0
go: downloading github.com/k-sone/critbitgo v1.4.0
go: downloading github.com/segmentio/fasthash v1.0.3
go: downloading github.com/go-viper/mapstructure/v2 v2.5.0
go: downloading github.com/spf13/viper v1.21.0
go: downloading github.com/eapache/queue v1.1.0
go: downloading sigs.k8s.io/gateway-api v1.6.0
go: downloading github.com/x448/float16 v0.8.4
go: downloading pgregory.net/rapid v1.2.0
go: downloading github.com/felixge/httpsnoop v1.0.4
go: downloading go.opentelemetry.io/otel/metric v1.44.0
go: downloading go.opentelemetry.io/otel/sdk v1.44.0
go: downloading go.opentelemetry.io/otel/sdk/metric v1.44.0
go: downloading github.com/containerd/containerd/api v1.11.1
go: downloading github.com/containerd/continuity v0.5.0
go: downloading github.com/moby/sys/userns v0.1.0
go: downloading github.com/spf13/cobra v1.10.2
go: downloading github.com/fatih/camelcase v1.0.0
go: downloading k8s.io/component-helpers v0.36.4
go: downloading k8s.io/kube-aggregator v0.36.4
go: downloading k8s.io/sample-apiserver v0.36.4
go: downloading k8s.io/cluster-bootstrap v0.36.4
go: downloading github.com/container-storage-interface/spec v1.12.0
go: downloading github.com/blang/semver/v4 v4.0.0
go: downloading github.com/opencontainers/selinux v1.15.1
go: downloading k8s.io/controller-manager v0.36.4
go: downloading github.com/moby/spdystream v0.5.1
go: downloading github.com/armon/go-socks5 v0.0.0-20160902184237-e75332964ef5
go: downloading golang.org/x/tools/go/expect v0.1.1-deprecated
go: downloading github.com/google/pprof v0.0.0-20260507013755-92041b743c96
go: downloading github.com/mxk/go-flowrate v0.0.0-20140419014527-cca7078d478f
go: downloading go.opentelemetry.io/contrib/propagators/b3 v1.44.0
go: downloading go.opentelemetry.io/otel/exporters/stdout/stdouttrace v1.44.0
go: downloading github.com/openshift/api v0.0.0-20191219222812-2987a591a72c
go: downloading github.com/projectcalico/go-yaml-wrapper v0.0.0-20191112210931-090425220c54
go: downloading github.com/opencontainers/cgroups v0.0.6
go: downloading k8s.io/mount-utils v0.36.4
go: downloading github.com/go-openapi/jsonpointer v0.23.1
go: downloading github.com/go-openapi/testify/v2 v2.4.2
go: downloading github.com/kubernetes-csi/external-snapshotter/client/v4 v4.2.0
go: downloading github.com/prometheus-operator/prometheus-operator/pkg/apis/monitoring v0.83.0
go: downloading github.com/go-openapi/swag/cmdutils v0.26.0
go: downloading github.com/go-openapi/swag/conv v0.26.0
go: downloading github.com/go-openapi/swag/fileutils v0.26.0
go: downloading github.com/go-openapi/swag/jsonname v0.26.0
go: downloading github.com/go-openapi/swag/jsonutils v0.26.0
go: downloading github.com/go-openapi/swag/loading v0.26.0
go: downloading github.com/go-openapi/swag/mangling v0.26.0
go: downloading github.com/go-openapi/swag/netutils v0.26.0
go: downloading github.com/go-openapi/swag/stringutils v0.26.0
go: downloading github.com/go-openapi/swag/typeutils v0.26.0
go: downloading github.com/go-openapi/swag/yamlutils v0.26.0
go: downloading github.com/openshift/custom-resource-status v1.1.2
go: downloading github.com/modern-go/concurrent v0.0.0-20180306012644-bacd9c7ef1dd
go: downloading github.com/modern-go/reflect2 v1.0.3-0.20250322232337-35a7c28c31ee
go: downloading github.com/golang/protobuf v1.5.4
go: downloading github.com/gkampitakis/ciinfo v0.3.2
go: downloading github.com/gkampitakis/go-diff v1.3.2
go: downloading github.com/goccy/go-yaml v1.18.0
go: downloading github.com/kr/pretty v0.3.1
go: downloading github.com/maruel/natural v1.1.1
go: downloading github.com/tidwall/gjson v1.18.0
go: downloading github.com/tidwall/pretty v1.2.1
go: downloading github.com/sagikazarmark/locafero v0.12.0
go: downloading github.com/spf13/cast v1.10.0
go: downloading github.com/google/cel-go v0.29.0
go: downloading github.com/jtolds/gls v4.20.0+incompatible
go: downloading github.com/smarty/assertions v1.15.0
go: downloading github.com/go-ini/ini v1.67.0
go: downloading github.com/kardianos/osext v0.0.0-20190222173326-2bc1f35cddc0
go: downloading github.com/hashicorp/go-version v1.9.0
go: downloading github.com/gogo/protobuf v1.3.2
go: downloading sigs.k8s.io/kustomize/api v0.21.1
go: downloading sigs.k8s.io/kustomize/kyaml v0.21.1
go: downloading github.com/chai2010/gettext-go v1.0.3
go: downloading github.com/MakeNowJust/heredoc v1.0.0
go: downloading github.com/mitchellh/go-wordwrap v1.0.1
go: downloading github.com/russross/blackfriday/v2 v2.1.0
go: downloading github.com/exponent-io/jsonpath v0.0.0-20210407135951-1de76d718b3f
go: downloading github.com/liggitt/tabwriter v0.0.0-20181228230101-89fcab3d43de
go: downloading github.com/moby/term v0.5.2
go: downloading go.etcd.io/etcd/client/pkg/v3 v3.6.11
go: downloading go.etcd.io/etcd/client/v3 v3.6.11
go: downloading github.com/inconshreveable/mousetrap v1.1.0
go: downloading k8s.io/dynamic-resource-allocation v0.36.4
go: downloading k8s.io/kube-scheduler v0.36.4
go: downloading k8s.io/csi-translation-lib v0.36.4
go: downloading github.com/cyphar/filepath-securejoin v0.7.0
go: downloading go.opentelemetry.io/otel/exporters/otlp/otlptrace/otlptracegrpc v1.44.0
go: downloading github.com/nxadm/tail v1.4.8
go: downloading github.com/NYTimes/gziphandler v1.1.1
go: downloading github.com/kelseyhightower/envconfig v1.4.0
go: downloading github.com/projectcalico/go-json v0.0.0-20161128004156-6219dc7339ba
go: downloading gopkg.in/yaml.v2 v2.4.0
go: downloading github.com/JeffAshton/win_pdh v0.0.0-20161109143554-76bb4ee9f0ab
go: downloading github.com/peterbourgon/diskv v2.0.1+incompatible
go: downloading github.com/coreos/go-systemd/v22 v22.7.0
go: downloading github.com/go-openapi/testify/enable/yaml/v2 v2.4.2
go: downloading go.opentelemetry.io/otel/exporters/otlp/otlptrace v1.44.0
go: downloading github.com/go-openapi/swag/jsonutils/fixtures_test v0.26.0
go: downloading go.opencensus.io v0.24.0
go: downloading github.com/tidwall/sjson v1.2.5
go: downloading github.com/kr/text v0.2.0
go: downloading github.com/rogpeppe/go-internal v1.14.1
go: downloading github.com/tidwall/match v1.1.1
go: downloading github.com/subosito/gotenv v1.6.0
go: downloading github.com/pelletier/go-toml/v2 v2.4.2
go: downloading google.golang.org/genproto/googleapis/api v0.0.0-20260526163538-3dc84a4a5aaa
go: downloading go.opentelemetry.io/auto/sdk v1.2.1
go: downloading github.com/frankban/quicktest v1.14.6
go: downloading gonum.org/v1/gonum v0.17.0
go: downloading github.com/gopherjs/gopherjs v1.17.2
go: downloading cel.dev/expr v0.25.2
go: downloading github.com/creack/pty v1.1.24
go: downloading sigs.k8s.io/apiserver-network-proxy/konnectivity-client v0.35.0
go: downloading go.etcd.io/etcd/api/v3 v3.6.11
go: downloading gopkg.in/go-jose/go-jose.v2 v2.6.3
go: downloading github.com/coreos/go-semver v0.3.1
go: downloading go.etcd.io/etcd/server/v3 v3.6.8
go: downloading github.com/grpc-ecosystem/go-grpc-middleware/providers/prometheus v1.1.0
go: downloading go.opentelemetry.io/contrib/instrumentation/google.golang.org/grpc/otelgrpc v0.69.0
go: downloading github.com/Microsoft/hnslib v0.1.3
go: downloading github.com/robfig/cron/v3 v3.0.1
go: downloading gopkg.in/tomb.v1 v1.0.0-20141024135613-dd632973f1e7
go: downloading github.com/mistifyio/go-zfs v2.1.2-0.20190413222219-f784269be439+incompatible
go: downloading github.com/euank/go-kmsg-parser v2.0.0+incompatible
go: downloading github.com/opencontainers/runtime-spec v1.3.0
go: downloading github.com/containerd/typeurl/v2 v2.3.0
go: downloading github.com/google/btree v1.1.3
go: downloading github.com/containerd/cgroups/v3 v3.1.3
go: downloading cyphar.com/go-pathrs v0.2.5
go: downloading go.opentelemetry.io/proto/otlp v1.10.0
go: downloading github.com/antlr4-go/antlr/v4 v4.13.1
go: downloading github.com/Azure/go-ansiterm v0.0.0-20250102033503-faa5f7b0171c
go: downloading github.com/go-errors/errors v1.5.1
go: downloading github.com/sergi/go-diff v1.4.0
go: downloading gopkg.in/yaml.v3 v3.0.1
go: downloading k8s.io/kube-controller-manager v0.36.4
go: downloading k8s.io/kube-proxy v0.36.4
go: downloading k8s.io/metrics v0.36.4
go: downloading github.com/golang/groupcache v0.0.0-20241129210726-2c02b8208cf8
go: downloading k8s.io/kms v0.36.4
go: downloading github.com/containerd/ttrpc v1.2.8
go: downloading github.com/grpc-ecosystem/grpc-gateway/v2 v2.29.0
go: downloading github.com/grpc-ecosystem/go-grpc-middleware/v2 v2.3.3
go: downloading github.com/cenkalti/backoff/v5 v5.0.3
go: downloading github.com/monochromegane/go-gitignore v0.0.0-20200626010858-205db1a8cc00
go: downloading github.com/xlab/treeprint v1.2.0
go: downloading golang.org/x/exp v0.0.0-20260611194520-c48552f49976
go: downloading k8s.io/externaljwt v0.36.4
go: downloading github.com/coreos/go-oidc v2.5.0+incompatible
go: downloading k8s.io/endpointslice v0.36.4
go: downloading github.com/pquerna/cachecontrol v0.1.0
go: downloading github.com/tmc/grpc-websocket-proxy v0.0.0-20220101234140-673ab2c3ae75
go: downloading go.etcd.io/etcd/pkg/v3 v3.6.8
go: downloading github.com/soheilhy/cmux v0.1.5
go: downloading go.etcd.io/bbolt v1.5.0
go: downloading go.etcd.io/raft/v3 v3.6.0
go: downloading github.com/dustin/go-humanize v1.0.1
go: downloading github.com/xiang90/probing v0.0.0-20221125231312-a49e3df8f510
go: downloading github.com/jonboulle/clockwork v0.5.0
go: downloading github.com/golang-jwt/jwt/v5 v5.3.1
CGO_ENABLED=0 GOOS=linux GOARCH=amd64 go build -trimpath -ldflags "-w -s -extldflags '-z now' -X github.com/kubeovn/kube-ovn/versions.COMMIT=git-2471f1a -X github.com/kubeovn/kube-ovn/versions.VERSION=v1.17.0 -X github.com/kubeovn/kube-ovn/versions.BUILDDATE=2026-09-06_02:44:19" -o /home/jake/sbomit-overhead-experiment/repos/kube-ovn/dist/images/kube-ovn -v ./cmd/cni
internal/goarch
internal/byteorder
internal/unsafeheader
internal/coverage/rtcov
internal/godebugs
internal/goos
internal/profilerecord
math/bits
internal/msan
internal/asan
internal/trace/tracev2
internal/goexperiment
internal/runtime/pprof/label
unicode
internal/cpu
sync/atomic
unicode/utf8
internal/runtime/atomic
internal/abi
internal/runtime/syscall/linux
internal/runtime/math
internal/runtime/gc
internal/runtime/sys
cmp
encoding
unicode/utf16
internal/nettrace
log/internal
internal/strconv
crypto/internal/fips140/alias
crypto/internal/fips140deps/byteorder
crypto/internal/constanttime
crypto/internal/fips140deps/time
crypto/internal/boring/sig
github.com/kubeovn/kube-ovn/pkg/apis/kubeovn
k8s.io/apimachinery/pkg/api/validate/constraints
k8s.io/apimachinery/pkg/selection
log/slog/internal
container/list
vendor/golang.org/x/crypto/cryptobyte/asn1
vendor/golang.org/x/crypto/internal/alias
k8s.io/apimachinery/pkg/types
crypto/internal/fips140/subtle
github.com/k8snetworkplumbingwg/network-attachment-definition-client/pkg/apis/k8s.cni.cncf.io
google.golang.org/protobuf/internal/flags
google.golang.org/protobuf/internal/set
k8s.io/apimachinery/pkg/api/safe
github.com/go-openapi/swag/cmdutils
database/sql/internal
golang.org/x/net/internal/iana
k8s.io/client-go/util/exec
kubevirt.io/api/backup
kubevirt.io/api/core
kubevirt.io/containerized-data-importer-api/pkg/apis/core
internal/bytealg
internal/chacha8rand
internal/runtime/gc/scan
crypto/internal/fips140deps/cpu
github.com/go-playground/locales/currency
github.com/leodido/go-urn/scim/schema
math
crypto/subtle
internal/runtime/exithook
internal/synctest
internal/race
internal/stringslite
internal/runtime/cgroup
internal/sync
internal/runtime/maps
runtime
k8s.io/klog/v2/internal/dbg
internal/reflectlite
weak
iter
runtime/metrics
sync
maps
slices
k8s.io/apimachinery/pkg/util/sets
internal/bisect
log/slog/internal/buffer
unique
internal/testlog
internal/singleflight
go.uber.org/zap/internal/pool
google.golang.org/protobuf/internal/pragma
crypto/internal/fips140cache
github.com/cenkalti/hub
errors
sort
io
encoding/json/internal
path
crypto/internal/entropy/v1.0.0
strconv
internal/oserror
vendor/golang.org/x/net/dns/dnsmessage
math/rand/v2
internal/godebug
encoding/json/internal/jsonflags
syscall
encoding/json/internal/jsonopts
github.com/x448/float16
net/netip
reflect
encoding/base32
bytes
encoding/base64
hash
internal/saferio
strings
crypto/internal/randutil
k8s.io/utils/buffer
container/heap
k8s.io/utils/set
golang.org/x/text/internal/tag
crypto
hash/crc32
crypto/internal/fips140deps/godebug
math/rand
hash/fnv
hash/adler32
github.com/beorn7/perks/quantile
vendor/golang.org/x/text/transform
golang.org/x/text/transform
github.com/gabriel-vasile/mimetype/internal/json
encoding/json/internal/jsonwire
regexp/syntax
crypto/internal/fips140
crypto/internal/impl
bufio
k8s.io/klog/v2/internal/severity
go/build/constraint
k8s.io/apimachinery/pkg/api/operation
encoding/pem
net/http/internal/ascii
github.com/go-openapi/swag/conv
github.com/go-openapi/swag/stringutils
github.com/munnerz/goautoneg
net/http/internal/testcert
crypto/internal/fips140/sha256
crypto/internal/fips140/sha3
crypto/internal/fips140/sha512
encoding/json/jsontext
crypto/internal/fips140/hmac
crypto/sha3
crypto/internal/fips140/check
crypto/internal/fips140hash
internal/syscall/execenv
time
internal/syscall/unix
regexp
crypto/fips140
crypto/internal/fips140/hkdf
crypto/internal/fips140/bigmod
crypto/internal/fips140/edwards25519/field
crypto/internal/fips140/aes
crypto/internal/fips140/tls12
crypto/internal/fips140/nistec/fiat
crypto/internal/fips140/tls13
crypto/tls/internal/fips140tls
crypto/internal/fips140/edwards25519
net/http/internal/httpsfv
golang.org/x/net/internal/httpsfv
k8s.io/klog/v2/internal/clock
io/fs
k8s.io/utils/clock
github.com/go-playground/locales
context
go.uber.org/zap/buffer
internal/poll
k8s.io/apimachinery/pkg/version
go.uber.org/zap/internal/bufferpool
k8s.io/apimachinery/pkg/util/cache
go.uber.org/zap/internal/stacktrace
internal/gate
k8s.io/client-go/tools/cache/synctrack
github.com/cenkalti/backoff/v4
internal/filepathlite
embed
encoding/binary
k8s.io/kube-openapi/pkg/util
internal/fmtsort
github.com/modern-go/reflect2
github.com/go-openapi/swag/jsonname
github.com/go-openapi/swag/typeutils
sigs.k8s.io/structured-merge-diff/v6/schema
google.golang.org/protobuf/internal/editiondefaults
crypto/internal/fips140/nistec
os
vendor/golang.org/x/crypto/internal/poly1305
sigs.k8s.io/randfill/bytesource
github.com/josharian/native
github.com/gabriel-vasile/mimetype/internal/scan
golang.org/x/sys/unix
github.com/cespare/xxhash/v2
github.com/gabriel-vasile/mimetype/internal/markup
github.com/gabriel-vasile/mimetype/internal/csv
github.com/gabriel-vasile/mimetype/internal/charset
fmt
path/filepath
crypto/internal/sysrand
net
golang.org/x/sys/cpu
io/ioutil
k8s.io/klog/v2/internal/buffer
internal/lazyregexp
vendor/golang.org/x/sys/cpu
go.uber.org/zap/internal/exit
google.golang.org/protobuf/internal/detrand
internal/sysinfo
github.com/prometheus/procfs/internal/util
os/signal
crypto/internal/fips140/drbg
os/exec
crypto/internal/fips140only
crypto/internal/fips140/ecdh
crypto/internal/fips140/ed25519
crypto/internal/fips140/ecdsa
crypto/internal/fips140/aes/gcm
crypto/internal/fips140/mldsa
crypto/internal/fips140/mlkem
crypto/internal/fips140/rsa
golang.org/x/crypto/sha3
crypto/hkdf
crypto/md5
crypto/rc4
crypto/mlkem
crypto/cipher
crypto/mldsa
encoding/hex
github.com/containernetworking/plugins/pkg/utils/sysctl
k8s.io/apimachinery/third_party/forked/golang/reflect
k8s.io/apimachinery/pkg/util/errors
k8s.io/apimachinery/pkg/fields
go/token
log
flag
k8s.io/apimachinery/pkg/api/validate/content
os/user
math/big
go/doc/comment
net/url
k8s.io/apimachinery/pkg/runtime/schema
runtime/debug
encoding/json/v2
compress/flate
vendor/golang.org/x/text/unicode/norm
mime
crypto/internal/boring
crypto/des
k8s.io/apimachinery/pkg/conversion
vendor/golang.org/x/crypto/chacha20
crypto/sha256
go/scanner
crypto/aes
crypto/internal/rand
crypto/sha512
crypto/hmac
k8s.io/apimachinery/pkg/conversion/queryparams
k8s.io/klog/v2/internal/verbosity
crypto/sha1
vendor/golang.org/x/crypto/chacha20poly1305
crypto/ecdh
vendor/golang.org/x/text/unicode/bidi
mime/quotedprintable
k8s.io/apimachinery/pkg/util/naming
net/http/internal
go/ast
vendor/golang.org/x/net/http2/hpack
github.com/modern-go/concurrent
go.yaml.in/yaml/v2
github.com/vishvananda/netns
github.com/containernetworking/plugins/pkg/ns
sigs.k8s.io/randfill
golang.org/x/text/unicode/bidi
golang.org/x/text/unicode/norm
golang.org/x/net/http2/hpack
k8s.io/utils/ptr
crypto/hpke
vendor/golang.org/x/text/secure/bidirule
github.com/cenkalti/backoff/v7
compress/gzip
go.uber.org/multierr
go.uber.org/zap/internal/color
google.golang.org/protobuf/internal/errors
google.golang.org/protobuf/internal/version
go.yaml.in/yaml/v3
vendor/golang.org/x/net/idna
github.com/go-openapi/jsonreference/internal
github.com/go-openapi/swag/mangling
google.golang.org/protobuf/encoding/protowire
k8s.io/kube-openapi/pkg/internal/third_party/go-json-experiment/json
k8s.io/apimachinery/pkg/util/version
k8s.io/client-go/pkg/version
golang.org/x/term
golang.org/x/text/secure/bidirule
google.golang.org/protobuf/reflect/protoreflect
k8s.io/client-go/tools/metrics
golang.org/x/time/rate
github.com/davecgh/go-spew/spew
k8s.io/kube-openapi/pkg/cached
compress/zlib
encoding/xml
k8s.io/client-go/util/flowcontrol
github.com/emicklei/go-restful/v3/log
k8s.io/apimachinery/third_party/forked/golang/json
